contract_id,transaction_id,transaction_date,partner_name,territory,channel,product_id,product_name,product_category,quantity,unit_price,gross_invoice_amount,returns_credits,freight_shipping,sales_tax,promotional_discounts_mdf,qualifying_net_sales,currency,notes
CTR-TSD-2025,TSD-TXN-0001,2025-03-19,Summit Distribution LLC,United States,National Distributor,TS-EB-150,TechSound EB-150 Pro Earbuds,Earbuds,220,104.60,23012.00,92.70,437.46,0.00,123.81,22358.03,USD,Q1 orders
CTR-TSD-2025,TSD-TXN-0002,2025-02-02,Summit Distribution LLC,United States,National Distributor,TS-SP-100,TechSound SP-100 Portable Speaker,Speakers,187,73.05,13660.35,0.00,302.98,0.00,67.42,13289.95,USD,Q1 orders
CTR-TSD-2025,TSD-TXN-0003,2025-01-31,Summit Distribution LLC,United States,National Distributor,TS-SP-100,TechSound SP-100 Portable Speaker,Speakers,193,66.24,12784.32,0.00,242.71,0.00,36.74,12504.87,USD,Q1 orders
CTR-TSD-2025,TSD-TXN-0004,2025-03-21,Summit Distribution LLC,United States,National Distributor,TS-SB-350,TechSound SB-350 2.1 Soundbar with Sub,Soundbars,29,152.44,4420.76,0.00,79.93,0.00,14.04,4326.79,USD,Q1 orders
CTR-TSD-2025,TSD-TXN-0005,2025-02-21,Summit Distribution LLC,United States,National Distributor,TS-SB-200,TechSound SB-200 Soundbar,Soundbars,190,117.96,22412.40,0.00,383.93,0.00,127.51,21900.96,USD,Q1 orders
CTR-TSD-2025,TSD-TXN-0006,2025-01-02,Summit Distribution LLC,United States,National Distributor,TS-SB-350,TechSound SB-350 2.1 Soundbar with Sub,Soundbars,92,144.12,13259.04,74.74,251.34,0.00,68.72,12864.24,USD,Q1 orders
CTR-TSD-2025,TSD-TXN-0007,2025-03-29,Summit Distribution LLC,United States,National Distributor,TS-SP-300,TechSound SP-300 Home Speaker,Speakers,33,194.10,6405.30,7.73,79.74,0.00,17.38,6300.45,USD,Q1 orders
CTR-TSD-2025,TSD-TXN-0008,2025-01-24,Summit Distribution LLC,United States,National Distributor,TS-SB-200,TechSound SB-200 Soundbar,Soundbars,128,121.44,15544.32,0.00,220.14,0.00,196.76,15127.42,USD,Q1 orders
CTR-TSD-2025,TSD-TXN-0009,2025-03-31,Summit Distribution LLC,United States,National Distributor,TS-EB-050,TechSound EB-50 Wireless Earbuds,Earbuds,66,47.29,3121.14,0.00,40.86,0.00,1.50,3078.78,USD,Q1 orders
CTR-TSD-2025,TSD-TXN-0010,2025-03-23,Summit Distribution LLC,United States,National Distributor,TS-SB-500,TechSound SB-500 Theater Soundbar,Soundbars,17,321.53,5466.01,0.00,115.74,0.00,63.50,5286.77,USD,Q1 orders
CTR-TSD-2025,TSD-TXN-0011,2025-01-18,Summit Distribution LLC,United States,National Distributor,TS-HD-220,TechSound HD-220 Studio Headphones,Headphones,114,157.71,17978.94,0.00,262.69,0.00,251.59,17464.66,USD,Q1 orders
CTR-TSD-2025,TSD-TXN-0012,2025-06-28,Summit Distribution LLC,United States,National Distributor,TS-HD-120,TechSound HD-120 Premium Headphones,Headphones,184,122.35,22512.40,0.00,368.94,0.00,22.81,22120.65,USD,Q2 orders
CTR-TSD-2025,TSD-TXN-0013,2025-04-20,Summit Distribution LLC,United States,National Distributor,TS-SB-200,TechSound SB-200 Soundbar,Soundbars,63,114.94,7241.22,0.00,150.82,0.00,35.58,7054.82,USD,Q2 orders
CTR-TSD-2025,TSD-TXN-0014,2025-05-02,Summit Distribution LLC,United States,National Distributor,TS-SP-300,TechSound SP-300 Home Speaker,Speakers,64,191.65,12265.60,0.00,230.80,0.00,147.23,11887.57,USD,Q2 orders
CTR-TSD-2025,TSD-TXN-0015,2025-06-18,Summit Distribution LLC,United States,National Distributor,TS-HD-120,TechSound HD-120 Premium Headphones,Headphones,218,112.20,24459.60,0.00,349.49,0.00,5.19,24104.92,USD,Q2 orders
CTR-TSD-2025,TSD-TXN-0016,2025-04-26,Summit Distribution LLC,United States,National Distributor,TS-SB-500,TechSound SB-500 Theater Soundbar,Soundbars,13,314.23,4084.99,0.00,66.89,0.00,48.46,3969.64,USD,Q2 orders
CTR-TSD-2025,TSD-TXN-0017,2025-05-17,Summit Distribution LLC,United States,National Distributor,TS-EB-050,TechSound EB-50 Wireless Earbuds,Earbuds,213,46.75,9957.75,0.00,121.89,0.00,19.98,9815.88,USD,Q2 orders
CTR-TSD-2025,TSD-TXN-0018,2025-04-16,Summit Distribution LLC,United States,National Distributor,TS-SB-350,TechSound SB-350 2.1 Soundbar with Sub,Soundbars,28,152.01,4256.28,0.00,63.27,0.00,4.23,4188.78,USD,Q2 orders
CTR-TSD-2025,TSD-TXN-0019,2025-06-27,Summit Distribution LLC,United States,National Distributor,TS-HD-220,TechSound HD-220 Studio Headphones,Headphones,74,150.84,11162.16,0.00,198.86,0.00,111.36,10851.94,USD,Q2 orders
CTR-TSD-2025,TSD-TXN-0020,2025-05-09,Summit Distribution LLC,United States,National Distributor,TS-SB-200,TechSound SB-200 Soundbar,Soundbars,145,115.69,16775.05,0.00,246.86,0.00,115.34,16412.85,USD,Q2 orders
CTR-TSD-2025,TSD-TXN-0021,2025-04-06,Summit Distribution LLC,United States,National Distributor,TS-SP-300,TechSound SP-300 Home Speaker,Speakers,42,198.36,8331.12,0.00,147.10,0.00,56.85,8127.17,USD,Q2 orders
CTR-TSD-2025,TSD-TXN-0022,2025-05-05,Summit Distribution LLC,United States,National Distributor,TS-SP-100,TechSound SP-100 Portable Speaker,Speakers,329,65.24,21463.96,0.00,464.03,0.00,141.26,20858.67,USD,Q2 orders
CTR-TSD-2025,TSD-TXN-0023,2025-07-08,Summit Distribution LLC,United States,National Distributor,TS-EB-050,TechSound EB-50 Wireless Earbuds,Earbuds,504,47.45,23914.80,0.00,527.36,0.00,166.86,23220.58,USD,Q3 orders
CTR-TSD-2025,TSD-TXN-0024,2025-09-20,Summit Distribution LLC,United States,National Distributor,TS-HD-060,TechSound HD-60 Wireless Headphones,Headphones,213,60.89,12969.57,0.00,201.86,0.00,119.93,12647.78,USD,Q3 orders
CTR-TSD-2025,TSD-TXN-0025,2025-08-27,Summit Distribution LLC,United States,National Distributor,TS-HD-060,TechSound HD-60 Wireless Headphones,Headphones,383,57.88,22168.04,110.78,440.21,0.00,40.30,21576.75,USD,Q3 orders
CTR-TSD-2025,TSD-TXN-0026,2025-08-15,Summit Distribution LLC,United States,National Distributor,TS-SB-200,TechSound SB-200 Soundbar,Soundbars,40,115.80,4632.00,0.24,83.86,0.00,67.76,4480.14,USD,Q3 orders
CTR-TSD-2025,TSD-TXN-0027,2025-07-23,Summit Distribution LLC,United States,National Distributor,TS-SP-100,TechSound SP-100 Portable Speaker,Speakers,208,70.59,14682.72,0.00,363.51,0.00,161.55,14157.66,USD,Q3 orders
CTR-TSD-2025,TSD-TXN-0028,2025-09-05,Summit Distribution LLC,United States,National Distributor,TS-EB-150,TechSound EB-150 Pro Earbuds,Earbuds,186,103.76,19299.36,0.00,279.74,0.00,39.65,18979.97,USD,Q3 orders
CTR-TSD-2025,TSD-TXN-0029,2025-09-04,Summit Distribution LLC,United States,National Distributor,TS-EB-050,TechSound EB-50 Wireless Earbuds,Earbuds,110,48.47,5331.70,0.00,100.54,0.00,0.99,5230.17,USD,Q3 orders
CTR-TSD-2025,TSD-TXN-0030,2025-09-30,Summit Distribution LLC,United States,National Distributor,TS-HD-220,TechSound HD-220 Studio Headphones,Headphones,87,155.53,13531.11,66.18,185.05,0.00,22.42,13257.46,USD,Q3 orders
CTR-TSD-2025,TSD-TXN-0031,2025-09-06,Summit Distribution LLC,United States,National Distributor,TS-EB-150,TechSound EB-150 Pro Earbuds,Earbuds,211,101.42,21399.62,49.34,368.88,0.00,42.98,20938.42,USD,Q3 orders
CTR-TSD-2025,TSD-TXN-0032,2025-12-11,Summit Distribution LLC,United States,National Distributor,TS-HD-060,TechSound HD-60 Wireless Headphones,Headphones,146,65.48,9560.08,0.00,143.95,0.00,103.71,9312.42,USD,Q4 orders
CTR-TSD-2025,TSD-TXN-0033,2025-11-12,Summit Distribution LLC,United States,National Distributor,TS-SB-350,TechSound SB-350 2.1 Soundbar with Sub,Soundbars,148,147.02,21758.96,0.00,521.16,0.00,246.46,20991.34,USD,Q4 orders
CTR-TSD-2025,TSD-TXN-0034,2025-12-16,Summit Distribution LLC,United States,National Distributor,TS-HD-060,TechSound HD-60 Wireless Headphones,Headphones,194,59.51,11544.94,0.00,174.79,0.00,42.12,11328.03,USD,Q4 orders
CTR-TSD-2025,TSD-TXN-0035,2025-11-12,Summit Distribution LLC,United States,National Distributor,TS-HD-220,TechSound HD-220 Studio Headphones,Headphones,89,153.90,13697.10,99.47,198.86,0.00,56.24,13342.53,USD,Q4 orders
CTR-TSD-2025,TSD-TXN-0036,2025-12-15,Summit Distribution LLC,United States,National Distributor,TS-HD-060,TechSound HD-60 Wireless Headphones,Headphones,245,59.38,14548.10,0.00,180.91,0.00,194.74,14172.45,USD,Q4 orders
CTR-TSD-2025,TSD-TXN-0037,2025-10-08,Summit Distribution LLC,United States,National Distributor,TS-EB-150,TechSound EB-150 Pro Earbuds,Earbuds,208,98.39,20465.12,0.00,495.26,0.00,189.43,19780.43,USD,Q4 orders
CTR-TSD-2025,TSD-TXN-0038,2025-10-06,Summit Distribution LLC,United States,National Distributor,TS-SB-500,TechSound SB-500 Theater Soundbar,Soundbars,16,314.86,5037.76,0.00,103.76,0.00,28.06,4905.94,USD,Q4 orders
CTR-TSD-2025,TSD-TXN-0039,2025-10-14,Summit Distribution LLC,United States,National Distributor,TS-SB-350,TechSound SB-350 2.1 Soundbar with Sub,Soundbars,29,144.86,4200.94,0.00,50.55,0.00,7.91,4142.48,USD,Q4 orders
CTR-TSD-2025,TSD-TXN-0040,2025-10-28,Summit Distribution LLC,United States,National Distributor,TS-HD-220,TechSound HD-220 Studio Headphones,Headphones,115,152.41,17527.15,0.00,380.16,0.00,115.28,17031.71,USD,Q4 orders
CTR-TSD-2025,TSD-TXN-0041,2025-10-30,Summit Distribution LLC,United States,National Distributor,TS-EB-150,TechSound EB-150 Pro Earbuds,Earbuds,121,97.29,11772.09,0.00,257.25,0.00,91.18,11423.66,USD,Q4 orders
CTR-TSD-2025,TSD-TXN-0042,2025-12-29,Summit Distribution LLC,United States,National Distributor,TS-SB-350,TechSound SB-350 2.1 Soundbar with Sub,Soundbars,84,161.55,13570.20,0.00,172.34,0.00,21.85,13376.01,USD,Q4 orders
